STATE,STATE CODE,MAKE,MODEL,EV_VEHICLES,MILES/kWh,latitude,longitude
KENTUCKY,KY,KIA,SORENTO,43,3.5,37.839333,-84.270018
KENTUCKY,KY,KIA,OPTIMA,34,3.5,37.839333,-84.270018
KENTUCKY,KY,MINI,COUNTRYMAN,34,3,37.839333,-84.270018
KENTUCKY,KY,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,31,3,37.839333,-84.270018
KENTUCKY,KY,MITSUBISHI,I-MIEV,31,3.5,37.839333,-84.270018
KENTUCKY,KY,HYUNDAI,IONIQ,29,4,37.839333,-84.270018
KENTUCKY,KY,JAGUAR,I-PACE,27,2,37.839333,-84.270018
KENTUCKY,KY,HYUNDAI,SONATA,25,3.5,37.839333,-84.270018
KENTUCKY,KY,KIA,SOUL EV,25,3.5,37.839333,-84.270018
KENTUCKY,KY,MERCEDES-BENZ,GLE,23,2.5,37.839333,-84.270018
KENTUCKY,KY,HYUNDAI,KONA,22,3.5,37.839333,-84.270018
KENTUCKY,KY,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,21,3,37.839333,-84.270018
KENTUCKY,KY,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,20,3,37.839333,-84.270018
KENTUCKY,KY,GEM,EL 2-PASSENGER LOW SPEED VEHICLE,20,3,37.839333,-84.270018
KENTUCKY,KY,FISKER,KARMA,19,3,37.839333,-84.270018
KENTUCKY,KY,FORD,ESCAPE,18,3,37.839333,-84.270018
KENTUCKY,KY,VOLVO,S60,18,2,37.839333,-84.270018
KENTUCKY,KY,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,17,3,37.839333,-84.270018
KENTUCKY,KY,POLESTAR,2,14,2.5,37.839333,-84.270018
KENTUCKY,KY,VOLVO,S90,12,2,37.839333,-84.270018
KENTUCKY,KY,BMW,740,12,2,37.839333,-84.270018
KENTUCKY,KY,MINI,MINI COOPER,11,3,37.839333,-84.270018
KENTUCKY,KY,LAND ROVER,RANGE ROVER,11,2,37.839333,-84.270018
KENTUCKY,KY,HONDA,ACCORD,11,3.5,37.839333,-84.270018
KENTUCKY,KY,TESLA,ROADSTER,11,4,37.839333,-84.270018
KENTUCKY,KY,TOYOTA,RAV4 EV,10,2,37.839333,-84.270018
KENTUCKY,KY,AUDI,E-TRON GT,9,2,37.839333,-84.270018
KENTUCKY,KY,CADILLAC,CT6,9,3,37.839333,-84.270018
KENTUCKY,KY,LAND ROVER,RANGE ROVER SPORT,9,2,37.839333,-84.270018
KENTUCKY,KY,TH!NK,NEIGHBOR,7,2,37.839333,-84.270018
KENTUCKY,KY,AUDI,A7,6,2.5,37.839333,-84.270018
KENTUCKY,KY,SUBARU,CROSSTREK,6,3,37.839333,-84.270018
KENTUCKY,KY,MERCEDES-BENZ,B-CLASS,5,2.5,37.839333,-84.270018
KENTUCKY,KY,PROTERRA,BUS,5,3.5,37.839333,-84.270018
KENTUCKY,KY,HYUNDAI,SANTA FE,5,3.5,37.839333,-84.270018
KENTUCKY,KY,GEM,E4S 4-PASSENGER LOW SPEED VEHICLE,5,3,37.839333,-84.270018
KENTUCKY,KY,VOLVO,V60,4,2,37.839333,-84.270018
KENTUCKY,KY,BMW,745,3,2,37.839333,-84.270018
KENTUCKY,KY,LINCOLN,CORSAIR,3,3,37.839333,-84.270018
KENTUCKY,KY,AZURE,TRANSIT CONNECT,3,2,37.839333,-84.270018
KENTUCKY,KY,DODGE,CARAVAN,3,3,37.839333,-84.270018
KENTUCKY,KY,POLESTAR,1,2,2.5,37.839333,-84.270018
KENTUCKY,KY,AUDI,RS E-TRON GT,2,2,37.839333,-84.270018
KENTUCKY,KY,MERCEDES-BENZ,C-CLASS,2,2.5,37.839333,-84.270018
LOUISIANA,LA,TESLA,MODEL 3,2857,4,31.244823,-92.145024
LOUISIANA,LA,TESLA,MODEL S,1331,4,31.244823,-92.145024
LOUISIANA,LA,TESLA,MODEL Y,953,4,31.244823,-92.145024
LOUISIANA,LA,CHEVROLET,VOLT,894,3.5,31.244823,-92.145024
LOUISIANA,LA,TESLA,MODEL X,610,4,31.244823,-92.145024
LOUISIANA,LA,NISSAN,LEAF,508,3,31.244823,-92.145024
LOUISIANA,LA,CHRYSLER,PACIFICA,451,3,31.244823,-92.145024
LOUISIANA,LA,JEEP,WRANGLER,412,2,31.244823,-92.145024
LOUISIANA,LA,TOYOTA,PRIUS PRIME,408,2,31.244823,-92.145024
LOUISIANA,LA,CHEVROLET,BOLT,346,3.5,31.244823,-92.145024
LOUISIANA,LA,FORD,FUSION,332,3,31.244823,-92.145024
LOUISIANA,LA,BMW,530,311,2,31.244823,-92.145024
LOUISIANA,LA,FORD,MUSTANG MACH-E,288,3,31.244823,-92.145024
LOUISIANA,LA,VOLVO,XC90,278,2,31.244823,-92.145024
LOUISIANA,LA,PORSCHE,TAYCAN,239,2,31.244823,-92.145024
LOUISIANA,LA,BMW,I3,232,3.5,31.244823,-92.145024
LOUISIANA,LA,BMW,X5,209,2,31.244823,-92.145024
LOUISIANA,LA,HONDA,CLARITY,207,3.5,31.244823,-92.145024
LOUISIANA,LA,GEM,E825,203,3,31.244823,-92.145024
LOUISIANA,LA,PORSCHE,CAYENNE,193,2,31.244823,-92.145024
LOUISIANA,LA,FORD,C-MAX,176,3,31.244823,-92.145024
LOUISIANA,LA,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,172,3,31.244823,-92.145024
LOUISIANA,LA,VOLKSWAGEN,ID4,163,3,31.244823,-92.145024
LOUISIANA,LA,AUDI,E-TRON,149,2,31.244823,-92.145024
LOUISIANA,LA,LINCOLN,AVIATOR,147,3,31.244823,-92.145024
LOUISIANA,LA,KIA,NIRO,128,3.5,31.244823,-92.145024
LOUISIANA,LA,BMW,I8,117,2,31.244823,-92.145024
LOUISIANA,LA,PORSCHE,PANAMERA,105,2,31.244823,-92.145024
LOUISIANA,LA,VOLVO,XC60,91,2,31.244823,-92.145024
LOUISIANA,LA,TOYOTA,RAV4,90,2,31.244823,-92.145024
LOUISIANA,LA,AUDI,Q5 E,89,2.5,31.244823,-92.145024
LOUISIANA,LA,MITSUBISHI,OUTLANDER,83,3.5,31.244823,-92.145024
LOUISIANA,LA,TOYOTA,PRIUS PLUG-IN,82,2,31.244823,-92.145024
LOUISIANA,LA,BMW,330,62,2,31.244823,-92.145024
LOUISIANA,LA,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,61,3,31.244823,-92.145024
LOUISIANA,LA,VOLVO,XC40,56,2,31.244823,-92.145024
LOUISIANA,LA,JAGUAR,I-PACE,46,2,31.244823,-92.145024
LOUISIANA,LA,BMW,X3,43,2,31.244823,-92.145024
LOUISIANA,LA,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,42,3,31.244823,-92.145024
LOUISIANA,LA,FIAT,500,38,3.5,31.244823,-92.145024
LOUISIANA,LA,SMARTCAR,FORTWO,37,2.5,31.244823,-92.145024
LOUISIANA,LA,HYUNDAI,IONIQ,36,4,31.244823,-92.145024
LOUISIANA,LA,MITSUBISHI,I-MIEV,35,3.5,31.244823,-92.145024
LOUISIANA,LA,CADILLAC,ELR,32,3,31.244823,-92.145024
LOUISIANA,LA,KIA,SORENTO,26,3.5,31.244823,-92.145024
LOUISIANA,LA,AUDI,A3,25,2.5,31.244823,-92.145024
LOUISIANA,LA,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,25,3,31.244823,-92.145024
LOUISIANA,LA,KIA,SOUL EV,24,3.5,31.244823,-92.145024
LOUISIANA,LA,VOLKSWAGEN,GOLF,20,3,31.244823,-92.145024
LOUISIANA,LA,VOLVO,S90,20,2,31.244823,-92.145024
LOUISIANA,LA,MERCEDES-BENZ,S-CLASS,19,2.5,31.244823,-92.145024
LOUISIANA,LA,TH!NK,NEIGHBOR,19,2,31.244823,-92.145024
LOUISIANA,LA,CHEVROLET,SPARK,17,3.5,31.244823,-92.145024
LOUISIANA,LA,HYUNDAI,SONATA,17,3.5,31.244823,-92.145024
LOUISIANA,LA,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,15,3,31.244823,-92.145024
LOUISIANA,LA,MINI,COUNTRYMAN,15,3,31.244823,-92.145024
LOUISIANA,LA,FISKER,KARMA,15,3,31.244823,-92.145024
LOUISIANA,LA,VOLVO,S60,15,2,31.244823,-92.145024
LOUISIANA,LA,LINCOLN,CORSAIR,13,3,31.244823,-92.145024
LOUISIANA,LA,MERCEDES-BENZ,C-CLASS,13,2.5,31.244823,-92.145024
LOUISIANA,LA,BMW,740,13,2,31.244823,-92.145024
LOUISIANA,LA,MERCEDES-BENZ,B-CLASS,13,2.5,31.244823,-92.145024
LOUISIANA,LA,POLESTAR,2,12,2.5,31.244823,-92.145024
LOUISIANA,LA,FORD,FOCUS,12,3,31.244823,-92.145024
LOUISIANA,LA,AUDI,A7,12,2.5,31.244823,-92.145024
LOUISIANA,LA,CADILLAC,CT6,11,3,31.244823,-92.145024
LOUISIANA,LA,HYUNDAI,KONA,11,3.5,31.244823,-92.145024
LOUISIANA,LA,GEM,E4S 4-PASSENGER LOW SPEED VEHICLE,10,3,31.244823,-92.145024
LOUISIANA,LA,MINI,MINI COOPER,10,3,31.244823,-92.145024
LOUISIANA,LA,MERCEDES-BENZ,EQS,9,2.5,31.244823,-92.145024
LOUISIANA,LA,AUDI,E-TRON GT,8,2,31.244823,-92.145024
LOUISIANA,LA,KIA,OPTIMA,8,3.5,31.244823,-92.145024
LOUISIANA,LA,GEM,EL 2-PASSENGER LOW SPEED VEHICLE,8,3,31.244823,-92.145024
LOUISIANA,LA,LAND ROVER,RANGE ROVER SPORT,7,2,31.244823,-92.145024
LOUISIANA,LA,TESLA,ROADSTER,7,4,31.244823,-92.145024
LOUISIANA,LA,MERCEDES-BENZ,GLC,7,2.5,31.244823,-92.145024
LOUISIANA,LA,SUBARU,CROSSTREK,7,3,31.244823,-92.145024
LOUISIANA,LA,HONDA,ACCORD,6,3.5,31.244823,-92.145024
LOUISIANA,LA,GEM,E6S 6-PASSENGER LOW SPEED VEHICLE,6,3,31.244823,-92.145024
LOUISIANA,LA,MERCEDES-BENZ,GLE,5,2.5,31.244823,-92.145024
LOUISIANA,LA,FORD,ESCAPE,3,3,31.244823,-92.145024
LOUISIANA,LA,AUDI,RS E-TRON GT,3,2,31.244823,-92.145024
LOUISIANA,LA,BENTLEY,BENTAYGA,3,3,31.244823,-92.145024
LOUISIANA,LA,FERRARI,SF90 STRADALE,3,2,31.244823,-92.145024
LOUISIANA,LA,BMW,ACTIVEHYBRID 5,3,2,31.244823,-92.145024
LOUISIANA,LA,KARMA,REVERO,2,2.5,31.244823,-92.145024
LOUISIANA,LA,PROTERRA,BUS,2,3.5,31.244823,-92.145024
MAINE,ME,TOYOTA,PRIUS PRIME,2026,2,45.253783,-69.445469
MAINE,ME,NISSAN,LEAF,1665,3,45.253783,-69.445469
MAINE,ME,TESLA,MODEL 3,1379,4,45.253783,-69.445469
MAINE,ME,CHEVROLET,VOLT,973,3.5,45.253783,-69.445469
MAINE,ME,CHEVROLET,BOLT,938,3.5,45.253783,-69.445469
MAINE,ME,FORD,FUSION,904,3,45.253783,-69.445469
MAINE,ME,TOYOTA,PRIUS PLUG-IN,744,2,45.253783,-69.445469
MAINE,ME,TOYOTA,RAV4,711,2,45.253783,-69.445469
MAINE,ME,HYUNDAI,IONIQ,630,4,45.253783,-69.445469
MAINE,ME,FORD,C-MAX,607,3,45.253783,-69.445469
MAINE,ME,TESLA,MODEL Y,511,4,45.253783,-69.445469
MAINE,ME,TESLA,MODEL S,497,4,45.253783,-69.445469
MAINE,ME,HYUNDAI,KONA,448,3.5,45.253783,-69.445469
MAINE,ME,FORD,MUSTANG MACH-E,413,3,45.253783,-69.445469
MAINE,ME,HONDA,CLARITY,402,3.5,45.253783,-69.445469
MAINE,ME,KIA,NIRO,381,3.5,45.253783,-69.445469
MAINE,ME,CHRYSLER,PACIFICA,352,3,45.253783,-69.445469
MAINE,ME,SUBARU,CROSSTREK,296,3,45.253783,-69.445469
MAINE,ME,TESLA,MODEL X,240,4,45.253783,-69.445469
MAINE,ME,JEEP,WRANGLER,222,2,45.253783,-69.445469
MAINE,ME,VOLVO,XC90,222,2,45.253783,-69.445469
MAINE,ME,BMW,X5,213,2,45.253783,-69.445469
MAINE,ME,VOLVO,XC60,199,2,45.253783,-69.445469
MAINE,ME,BMW,I3,183,3.5,45.253783,-69.445469
MAINE,ME,VOLKSWAGEN,ID4,161,3,45.253783,-69.445469
MAINE,ME,VOLKSWAGEN,GOLF,128,3,45.253783,-69.445469
MAINE,ME,KIA,SOUL EV,106,3.5,45.253783,-69.445469
MAINE,ME,HYUNDAI,SONATA,102,3.5,45.253783,-69.445469
MAINE,ME,VOLVO,XC40,95,2,45.253783,-69.445469
MAINE,ME,AUDI,E-TRON,92,2,45.253783,-69.445469
MAINE,ME,AUDI,Q5 E,90,2.5,45.253783,-69.445469
MAINE,ME,MITSUBISHI,OUTLANDER,85,3.5,45.253783,-69.445469
MAINE,ME,BMW,X3,75,2,45.253783,-69.445469
MAINE,ME,GEM,E825,72,3,45.253783,-69.445469
MAINE,ME,BMW,530,64,2,45.253783,-69.445469
MAINE,ME,SMARTCAR,FORTWO,61,2.5,45.253783,-69.445469
MAINE,ME,PORSCHE,CAYENNE,57,2,45.253783,-69.445469
MAINE,ME,AUDI,A3,50,2.5,45.253783,-69.445469
MAINE,ME,BMW,330,47,2,45.253783,-69.445469
MAINE,ME,MINI,MINI COOPER,44,3,45.253783,-69.445469
MAINE,ME,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,33,3,45.253783,-69.445469
MAINE,ME,HYUNDAI,SANTA FE,33,3.5,45.253783,-69.445469
MAINE,ME,FORD,FOCUS,29,3,45.253783,-69.445469
MAINE,ME,KIA,SORENTO,29,3.5,45.253783,-69.445469
MAINE,ME,MINI,COUNTRYMAN,25,3,45.253783,-69.445469
MAINE,ME,MITSUBISHI,I-MIEV,25,3.5,45.253783,-69.445469
MAINE,ME,PORSCHE,TAYCAN,25,2,45.253783,-69.445469
MAINE,ME,VOLVO,S90,25,2,45.253783,-69.445469
MAINE,ME,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,22,3,45.253783,-69.445469
MAINE,ME,MERCEDES-BENZ,GLC,22,2.5,45.253783,-69.445469
MAINE,ME,BMW,I8,22,2,45.253783,-69.445469
MAINE,ME,JAGUAR,I-PACE,20,2,45.253783,-69.445469
MAINE,ME,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,19,3,45.253783,-69.445469
MAINE,ME,LINCOLN,AVIATOR,19,3,45.253783,-69.445469
MAINE,ME,FIAT,500,16,3.5,45.253783,-69.445469
MAINE,ME,FORD,ESCAPE,12,3,45.253783,-69.445469
MAINE,ME,POLESTAR,2,12,2.5,45.253783,-69.445469
MAINE,ME,KIA,OPTIMA,12,3.5,45.253783,-69.445469
MAINE,ME,CHEVROLET,SPARK,11,3.5,45.253783,-69.445469
MAINE,ME,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,11,3,45.253783,-69.445469
MAINE,ME,PORSCHE,PANAMERA,10,2,45.253783,-69.445469
MAINE,ME,VOLVO,V60,9,2,45.253783,-69.445469
MAINE,ME,MERCEDES-BENZ,GLE,7,2.5,45.253783,-69.445469
MAINE,ME,MERCEDES-BENZ,B-CLASS,6,2.5,45.253783,-69.445469
MAINE,ME,VOLVO,S60,6,2,45.253783,-69.445469
MAINE,ME,HYUNDAI,TUCSON,6,3.5,45.253783,-69.445469
MAINE,ME,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,5,3,45.253783,-69.445469
MAINE,ME,TESLA,ROADSTER,5,4,45.253783,-69.445469
MAINE,ME,LION BUS,CV2,5,2.5,45.253783,-69.445469
MAINE,ME,CADILLAC,CT6,4,3,45.253783,-69.445469
MAINE,ME,CADILLAC,ELR,4,3,45.253783,-69.445469
MAINE,ME,HONDA,ACCORD,4,3.5,45.253783,-69.445469
MAINE,ME,GEM,E4S 4-PASSENGER LOW SPEED VEHICLE,3,3,45.253783,-69.445469
MAINE,ME,BMW,745,3,2,45.253783,-69.445469
MAINE,ME,AUDI,A8,3,2.5,45.253783,-69.445469
MAINE,ME,GEM,EL 2-PASSENGER LOW SPEED VEHICLE,3,3,45.253783,-69.445469
MAINE,ME,KARMA,REVERO,3,2.5,45.253783,-69.445469
MAINE,ME,GEM,E6S 6-PASSENGER LOW SPEED VEHICLE,3,3,45.253783,-69.445469
MAINE,ME,AUDI,E-TRON GT,3,2,45.253783,-69.445469
MAINE,ME,AUDI,A7,2,2.5,45.253783,-69.445469
MAINE,ME,LAND ROVER,RANGE ROVER,2,2,45.253783,-69.445469
MARYLAND,MD,TESLA,MODEL 3,13314,4,39.045755,-76.641271
MARYLAND,MD,TESLA,MODEL S,5361,4,39.045755,-76.641271
MARYLAND,MD,TOYOTA,PRIUS PRIME,5056,2,39.045755,-76.641271
MARYLAND,MD,TESLA,MODEL Y,4961,4,39.045755,-76.641271
MARYLAND,MD,CHEVROLET,VOLT,4583,3.5,39.045755,-76.641271
MARYLAND,MD,NISSAN,LEAF,3775,3,39.045755,-76.641271
MARYLAND,MD,CHEVROLET,BOLT,3609,3.5,39.045755,-76.641271
MARYLAND,MD,FORD,FUSION,2920,3,39.045755,-76.641271
MARYLAND,MD,TESLA,MODEL X,2724,4,39.045755,-76.641271
MARYLAND,MD,TOYOTA,PRIUS PLUG-IN,2343,2,39.045755,-76.641271
MARYLAND,MD,CHRYSLER,PACIFICA,2117,3,39.045755,-76.641271
MARYLAND,MD,TOYOTA,RAV4,1853,2,39.045755,-76.641271
MARYLAND,MD,FORD,MUSTANG MACH-E,1764,3,39.045755,-76.641271
MARYLAND,MD,HONDA,CLARITY,1716,3.5,39.045755,-76.641271
MARYLAND,MD,FORD,C-MAX,1649,3,39.045755,-76.641271
MARYLAND,MD,BMW,I3,1520,3.5,39.045755,-76.641271
MARYLAND,MD,HYUNDAI,IONIQ,1480,4,39.045755,-76.641271
MARYLAND,MD,BMW,X5,1414,2,39.045755,-76.641271
MARYLAND,MD,KIA,NIRO,1304,3.5,39.045755,-76.641271
MARYLAND,MD,JEEP,WRANGLER,993,2,39.045755,-76.641271
MARYLAND,MD,VOLVO,XC90,989,2,39.045755,-76.641271
MARYLAND,MD,HYUNDAI,KONA,903,3.5,39.045755,-76.641271
MARYLAND,MD,AUDI,E-TRON,896,2,39.045755,-76.641271
MARYLAND,MD,VOLKSWAGEN,ID4,827,3,39.045755,-76.641271
MARYLAND,MD,BMW,530,808,2,39.045755,-76.641271
MARYLAND,MD,VOLKSWAGEN,GOLF,693,3,39.045755,-76.641271
MARYLAND,MD,VOLVO,XC60,676,2,39.045755,-76.641271
MARYLAND,MD,PORSCHE,TAYCAN,585,2,39.045755,-76.641271
MARYLAND,MD,PORSCHE,CAYENNE,508,2,39.045755,-76.641271
MARYLAND,MD,SUBARU,CROSSTREK,496,3,39.045755,-76.641271
MARYLAND,MD,BMW,X3,468,2,39.045755,-76.641271
MARYLAND,MD,VOLVO,XC40,420,2,39.045755,-76.641271
MARYLAND,MD,BMW,330,394,2,39.045755,-76.641271
MARYLAND,MD,AUDI,Q5 E,368,2.5,39.045755,-76.641271
MARYLAND,MD,MITSUBISHI,OUTLANDER,357,3.5,39.045755,-76.641271
MARYLAND,MD,BMW,I8,319,2,39.045755,-76.641271
MARYLAND,MD,AUDI,A3,314,2.5,39.045755,-76.641271
MARYLAND,MD,MERCEDES-BENZ,GLC,301,2.5,39.045755,-76.641271
MARYLAND,MD,SMARTCAR,FORTWO,282,2.5,39.045755,-76.641271
MARYLAND,MD,HYUNDAI,SONATA,280,3.5,39.045755,-76.641271
MARYLAND,MD,CHEVROLET,SPARK,272,3.5,39.045755,-76.641271
MARYLAND,MD,PORSCHE,PANAMERA,251,2,39.045755,-76.641271
MARYLAND,MD,MINI,MINI COOPER,232,3,39.045755,-76.641271
MARYLAND,MD,HYUNDAI,SANTA FE,231,3.5,39.045755,-76.641271
MARYLAND,MD,JAGUAR,I-PACE,223,2,39.045755,-76.641271
MARYLAND,MD,LINCOLN,AVIATOR,197,3,39.045755,-76.641271
MARYLAND,MD,MINI,COUNTRYMAN,197,3,39.045755,-76.641271
MARYLAND,MD,KIA,SOUL EV,192,3.5,39.045755,-76.641271
MARYLAND,MD,VOLVO,S60,173,2,39.045755,-76.641271
MARYLAND,MD,FIAT,500,152,3.5,39.045755,-76.641271
MARYLAND,MD,FORD,FOCUS,142,3,39.045755,-76.641271
MARYLAND,MD,POLESTAR,2,130,2.5,39.045755,-76.641271
MARYLAND,MD,MERCEDES-BENZ,B-CLASS,124,2.5,39.045755,-76.641271
MARYLAND,MD,KIA,SORENTO,118,3.5,39.045755,-76.641271
MARYLAND,MD,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,117,3,39.045755,-76.641271
MARYLAND,MD,BMW,740,99,2,39.045755,-76.641271
MARYLAND,MD,CADILLAC,ELR,98,3,39.045755,-76.641271
MARYLAND,MD,KIA,OPTIMA,97,3.5,39.045755,-76.641271
MARYLAND,MD,MERCEDES-BENZ,GLE,78,2.5,39.045755,-76.641271
MARYLAND,MD,GEM,E825,75,3,39.045755,-76.641271
MARYLAND,MD,AUDI,E-TRON GT,69,2,39.045755,-76.641271
MARYLAND,MD,FISKER,KARMA,68,3,39.045755,-76.641271
MARYLAND,MD,VOLVO,S90,62,2,39.045755,-76.641271
MARYLAND,MD,MITSUBISHI,I-MIEV,62,3.5,39.045755,-76.641271
MARYLAND,MD,FORD,ESCAPE,62,3,39.045755,-76.641271
MARYLAND,MD,LAND ROVER,RANGE ROVER,54,2,39.045755,-76.641271
MARYLAND,MD,HYUNDAI,TUCSON,50,3.5,39.045755,-76.641271
MARYLAND,MD,HONDA,ACCORD,44,3.5,39.045755,-76.641271
MARYLAND,MD,AUDI,A7,43,2.5,39.045755,-76.641271
MARYLAND,MD,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,39,3,39.045755,-76.641271
MARYLAND,MD,CADILLAC,CT6,38,3,39.045755,-76.641271
MARYLAND,MD,LAND ROVER,RANGE ROVER SPORT,36,2,39.045755,-76.641271
MARYLAND,MD,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,36,3,39.045755,-76.641271
MARYLAND,MD,VOLVO,V60,34,2,39.045755,-76.641271
MARYLAND,MD,MERCEDES-BENZ,EQS,31,2.5,39.045755,-76.641271
MARYLAND,MD,MERCEDES-BENZ,C-CLASS,29,2.5,39.045755,-76.641271
MARYLAND,MD,BMW,745,29,2,39.045755,-76.641271
MARYLAND,MD,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,29,3,39.045755,-76.641271
MARYLAND,MD,MERCEDES-BENZ,S-CLASS,27,2.5,39.045755,-76.641271
MARYLAND,MD,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,20,3,39.045755,-76.641271
MARYLAND,MD,AUDI,RS E-TRON GT,19,2,39.045755,-76.641271
MARYLAND,MD,HYUNDAI,IONIQ 5,19,3.5,39.045755,-76.641271
MARYLAND,MD,AUDI,A8,19,2.5,39.045755,-76.641271
MARYLAND,MD,TESLA,ROADSTER,17,4,39.045755,-76.641271
MARYLAND,MD,TH!NK,NEIGHBOR,16,2,39.045755,-76.641271
MARYLAND,MD,TOYOTA,RAV4 EV,12,2,39.045755,-76.641271
MARYLAND,MD,HONDA,FIT,12,3.5,39.045755,-76.641271
MARYLAND,MD,LINCOLN,CORSAIR,10,3,39.045755,-76.641271
MARYLAND,MD,KARMA,REVERO,9,2.5,39.045755,-76.641271
MARYLAND,MD,FERRARI,SF90 STRADALE,12,2,39.045755,-76.641271
MARYLAND,MD,GEM,EL 2-PASSENGER LOW SPEED VEHICLE,8,3,39.045755,-76.641271
MARYLAND,MD,PROTERRA,BUS,7,3.5,39.045755,-76.641271
MARYLAND,MD,GEM,E6S 6-PASSENGER LOW SPEED VEHICLE,6,3,39.045755,-76.641271
MARYLAND,MD,FREIGHTLINER,EB2,6,3,39.045755,-76.641271
MARYLAND,MD,BYD TRANSIT,BUS,5,3.5,39.045755,-76.641271
MARYLAND,MD,BMW,ACTIVEHYBRID 5,4,2,39.045755,-76.641271
MARYLAND,MD,XOS,SV1,4,2.5,39.045755,-76.641271
MARYLAND,MD,PORSCHE,918,3,2,39.045755,-76.641271
MARYLAND,MD,GEM,E4S 4-PASSENGER LOW SPEED VEHICLE,2,3,39.045755,-76.641271
MARYLAND,MD,AZURE,TRANSIT CONNECT,2,2,39.045755,-76.641271
MARYLAND,MD,BENTLEY,BENTAYGA,1,3,39.045755,-76.641271
MASSACHUSETTS,MA,TESLA,MODEL 3,17904,4,42.407211,-71.382437
MASSACHUSETTS,MA,TOYOTA,PRIUS PRIME,8525,2,42.407211,-71.382437
MASSACHUSETTS,MA,TESLA,MODEL S,7190,4,42.407211,-71.382437
MASSACHUSETTS,MA,TESLA,MODEL Y,6542,4,42.407211,-71.382437
MASSACHUSETTS,MA,NISSAN,LEAF,6540,3,42.407211,-71.382437
MASSACHUSETTS,MA,CHEVROLET,BOLT,5738,3.5,42.407211,-71.382437
MASSACHUSETTS,MA,CHEVROLET,VOLT,5641,3.5,42.407211,-71.382437
MASSACHUSETTS,MA,TESLA,MODEL X,3666,4,42.407211,-71.382437
MASSACHUSETTS,MA,TOYOTA,RAV4,3248,2,42.407211,-71.382437
MASSACHUSETTS,MA,TOYOTA,PRIUS PLUG-IN,3172,2,42.407211,-71.382437
MASSACHUSETTS,MA,FORD,FUSION,3165,3,42.407211,-71.382437
MASSACHUSETTS,MA,BMW,X5,2619,2,42.407211,-71.382437
MASSACHUSETTS,MA,FORD,C-MAX,2525,3,42.407211,-71.382437
MASSACHUSETTS,MA,HONDA,CLARITY,2506,3.5,42.407211,-71.382437
MASSACHUSETTS,MA,HYUNDAI,IONIQ,2156,4,42.407211,-71.382437
MASSACHUSETTS,MA,KIA,NIRO,2047,3.5,42.407211,-71.382437
MASSACHUSETTS,MA,CHRYSLER,PACIFICA,2022,3,42.407211,-71.382437
MASSACHUSETTS,MA,BMW,I3,2005,3.5,42.407211,-71.382437
MASSACHUSETTS,MA,FORD,MUSTANG MACH-E,1944,3,42.407211,-71.382437
MASSACHUSETTS,MA,JEEP,WRANGLER,1931,2,42.407211,-71.382437
MASSACHUSETTS,MA,HYUNDAI,KONA,1892,3.5,42.407211,-71.382437
MASSACHUSETTS,MA,VOLVO,XC90,1863,2,42.407211,-71.382437
MASSACHUSETTS,MA,AUDI,E-TRON,1362,2,42.407211,-71.382437
MASSACHUSETTS,MA,SUBARU,CROSSTREK,1299,3,42.407211,-71.382437
MASSACHUSETTS,MA,BMW,530,1253,2,42.407211,-71.382437
MASSACHUSETTS,MA,MITSUBISHI,OUTLANDER,1208,3.5,42.407211,-71.382437
MASSACHUSETTS,MA,VOLVO,XC60,1150,2,42.407211,-71.382437
MASSACHUSETTS,MA,VOLKSWAGEN,GOLF,1132,3,42.407211,-71.382437
MASSACHUSETTS,MA,VOLKSWAGEN,ID4,973,3,42.407211,-71.382437
MASSACHUSETTS,MA,AUDI,Q5 E,937,2.5,42.407211,-71.382437
MASSACHUSETTS,MA,BMW,X3,813,2,42.407211,-71.382437
MASSACHUSETTS,MA,PORSCHE,TAYCAN,747,2,42.407211,-71.382437
MASSACHUSETTS,MA,PORSCHE,CAYENNE,719,2,42.407211,-71.382437
MASSACHUSETTS,MA,VOLVO,XC40,651,2,42.407211,-71.382437
MASSACHUSETTS,MA,AUDI,A3,590,2.5,42.407211,-71.382437
MASSACHUSETTS,MA,SMARTCAR,FORTWO,583,2.5,42.407211,-71.382437
MASSACHUSETTS,MA,BMW,330,472,2,42.407211,-71.382437
