STATE,STATE CODE,MAKE,MODEL,EV_VEHICLES,MILES/kWh,latitude,longitude
MISSOURI,MO,TESLA,MODEL X,1366,4,37.964253,-91.831833
MISSOURI,MO,CHRYSLER,PACIFICA,1339,3,37.964253,-91.831833
MISSOURI,MO,TOYOTA,PRIUS PRIME,1195,2,37.964253,-91.831833
MISSOURI,MO,JEEP,WRANGLER,1130,2,37.964253,-91.831833
MISSOURI,MO,BMW,I3,714,3.5,37.964253,-91.831833
MISSOURI,MO,FORD,MUSTANG MACH-E,629,3,37.964253,-91.831833
MISSOURI,MO,HONDA,CLARITY,532,3.5,37.964253,-91.831833
MISSOURI,MO,KIA,NIRO,514,3.5,37.964253,-91.831833
MISSOURI,MO,AUDI,E-TRON,436,2,37.964253,-91.831833
MISSOURI,MO,BMW,X5,433,2,37.964253,-91.831833
MISSOURI,MO,TOYOTA,PRIUS PLUG-IN,350,2,37.964253,-91.831833
MISSOURI,MO,VOLVO,XC90,336,2,37.964253,-91.831833
MISSOURI,MO,MITSUBISHI,OUTLANDER,283,3.5,37.964253,-91.831833
MISSOURI,MO,VOLKSWAGEN,ID4,278,3,37.964253,-91.831833
MISSOURI,MO,TOYOTA,RAV4,231,2,37.964253,-91.831833
MISSOURI,MO,PORSCHE,TAYCAN,231,2,37.964253,-91.831833
MISSOURI,MO,PORSCHE,CAYENNE,225,2,37.964253,-91.831833
MISSOURI,MO,FORD,FOCUS,205,3,37.964253,-91.831833
MISSOURI,MO,LINCOLN,AVIATOR,196,3,37.964253,-91.831833
MISSOURI,MO,BMW,530,195,2,37.964253,-91.831833
MISSOURI,MO,VOLVO,XC60,191,2,37.964253,-91.831833
MISSOURI,MO,AUDI,Q5 E,173,2.5,37.964253,-91.831833
MISSOURI,MO,BMW,X3,160,2,37.964253,-91.831833
MISSOURI,MO,VOLVO,XC40,144,2,37.964253,-91.831833
MISSOURI,MO,SMARTCAR,FORTWO,129,2.5,37.964253,-91.831833
MISSOURI,MO,BMW,330,128,2,37.964253,-91.831833
MISSOURI,MO,MINI,COUNTRYMAN,123,3,37.964253,-91.831833
MISSOURI,MO,CHEVROLET,SPARK,123,3.5,37.964253,-91.831833
MISSOURI,MO,FIAT,500,122,3.5,37.964253,-91.831833
MISSOURI,MO,BMW,I8,121,2,37.964253,-91.831833
MISSOURI,MO,HYUNDAI,IONIQ,110,4,37.964253,-91.831833
MISSOURI,MO,CADILLAC,ELR,107,3,37.964253,-91.831833
MISSOURI,MO,MINI,MINI COOPER,103,3,37.964253,-91.831833
MISSOURI,MO,KIA,OPTIMA,97,3.5,37.964253,-91.831833
MISSOURI,MO,KIA,SOUL EV,91,3.5,37.964253,-91.831833
MISSOURI,MO,PORSCHE,PANAMERA,90,2,37.964253,-91.831833
MISSOURI,MO,JAGUAR,I-PACE,88,2,37.964253,-91.831833
MISSOURI,MO,VOLKSWAGEN,GOLF,88,3,37.964253,-91.831833
MISSOURI,MO,AUDI,A3,79,2.5,37.964253,-91.831833
MISSOURI,MO,MITSUBISHI,I-MIEV,68,3.5,37.964253,-91.831833
MISSOURI,MO,GEM,E825,58,3,37.964253,-91.831833
MISSOURI,MO,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,56,3,37.964253,-91.831833
MISSOURI,MO,MERCEDES-BENZ,GLC,53,2.5,37.964253,-91.831833
MISSOURI,MO,VOLVO,S60,49,2,37.964253,-91.831833
MISSOURI,MO,FORD,ESCAPE,48,3,37.964253,-91.831833
MISSOURI,MO,HYUNDAI,KONA,44,3.5,37.964253,-91.831833
MISSOURI,MO,HYUNDAI,SONATA,42,3.5,37.964253,-91.831833
MISSOURI,MO,KIA,SORENTO,37,3.5,37.964253,-91.831833
MISSOURI,MO,AUDI,A7,34,2.5,37.964253,-91.831833
MISSOURI,MO,MERCEDES-BENZ,B-CLASS,31,2.5,37.964253,-91.831833
MISSOURI,MO,BMW,740,29,2,37.964253,-91.831833
MISSOURI,MO,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,25,3,37.964253,-91.831833
MISSOURI,MO,SUBARU,CROSSTREK,25,3,37.964253,-91.831833
MISSOURI,MO,POLESTAR,2,24,2.5,37.964253,-91.831833
MISSOURI,MO,AUDI,E-TRON GT,23,2,37.964253,-91.831833
MISSOURI,MO,LAND ROVER,RANGE ROVER SPORT,21,2,37.964253,-91.831833
MISSOURI,MO,MERCEDES-BENZ,C-CLASS,19,2.5,37.964253,-91.831833
MISSOURI,MO,VOLVO,S90,17,2,37.964253,-91.831833
MISSOURI,MO,MERCEDES-BENZ,GLE,16,2.5,37.964253,-91.831833
MISSOURI,MO,MERCEDES-BENZ,S-CLASS,16,2.5,37.964253,-91.831833
MISSOURI,MO,HONDA,ACCORD,14,3.5,37.964253,-91.831833
MISSOURI,MO,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,14,3,37.964253,-91.831833
MISSOURI,MO,FISKER,KARMA,14,3,37.964253,-91.831833
MISSOURI,MO,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,13,3,37.964253,-91.831833
MISSOURI,MO,TH!NK,NEIGHBOR,11,2,37.964253,-91.831833
MISSOURI,MO,TOYOTA,RAV4 EV,11,2,37.964253,-91.831833
MISSOURI,MO,TESLA,ROADSTER,11,4,37.964253,-91.831833
MISSOURI,MO,FERRARI,SF90 STRADALE,10,2,37.964253,-91.831833
MISSOURI,MO,CADILLAC,CT6,9,3,37.964253,-91.831833
MISSOURI,MO,AUDI,A8,8,2.5,37.964253,-91.831833
MISSOURI,MO,GEM,EL 2-PASSENGER LOW SPEED VEHICLE,7,3,37.964253,-91.831833
MISSOURI,MO,HYUNDAI,SANTA FE,7,3.5,37.964253,-91.831833
MISSOURI,MO,AZURE,TRANSIT CONNECT,6,2,37.964253,-91.831833
MISSOURI,MO,PORSCHE,918,6,2,37.964253,-91.831833
MISSOURI,MO,BYD TRANSIT,BUS,5,3.5,37.964253,-91.831833
MISSOURI,MO,LAND ROVER,RANGE ROVER,4,2,37.964253,-91.831833
MISSOURI,MO,LION BUS,CV2,4,2.5,37.964253,-91.831833
MISSOURI,MO,GEM,E4S 4-PASSENGER LOW SPEED VEHICLE,4,3,37.964253,-91.831833
MISSOURI,MO,BMW,745,4,2,37.964253,-91.831833
MISSOURI,MO,FORD,Th!nk,4,2,37.964253,-91.831833
MISSOURI,MO,SMITH ELECTRIC,D120,4,2,37.964253,-91.831833
MISSOURI,MO,SMITH ELECTRIC,D100,4,2,37.964253,-91.831833
MISSOURI,MO,BYD TRANSIT,TRACTOR TRUCK,4,2,37.964253,-91.831833
MISSOURI,MO,NEW FLYER,BUS,3,3.5,37.964253,-91.831833
MISSOURI,MO,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,3,3,37.964253,-91.831833
MISSOURI,MO,LINCOLN,CORSAIR,3,3,37.964253,-91.831833
MISSOURI,MO,SMITH ELECTRIC,D75,2,2,37.964253,-91.831833
MISSOURI,MO,HYUNDAI,TUCSON,2,3.5,37.964253,-91.831833
MISSOURI,MO,BENTLEY,BENTAYGA,2,3,37.964253,-91.831833
MISSOURI,MO,MCLAREN,P1,2,2.5,37.964253,-91.831833
MONTANA,MT,TESLA,MODEL 3,914,4,46.879682,-110.362566
MONTANA,MT,TESLA,MODEL S,647,4,46.879682,-110.362566
MONTANA,MT,CHEVROLET,VOLT,612,3.5,46.879682,-110.362566
MONTANA,MT,TESLA,MODEL Y,517,4,46.879682,-110.362566
MONTANA,MT,TESLA,MODEL X,362,4,46.879682,-110.362566
MONTANA,MT,NISSAN,LEAF,313,3,46.879682,-110.362566
MONTANA,MT,CHEVROLET,BOLT,254,3.5,46.879682,-110.362566
MONTANA,MT,TOYOTA,PRIUS PRIME,234,2,46.879682,-110.362566
MONTANA,MT,JEEP,WRANGLER,201,2,46.879682,-110.362566
MONTANA,MT,CHRYSLER,PACIFICA,198,3,46.879682,-110.362566
MONTANA,MT,FORD,FUSION,172,3,46.879682,-110.362566
MONTANA,MT,FORD,C-MAX,138,3,46.879682,-110.362566
MONTANA,MT,FORD,MUSTANG MACH-E,117,3,46.879682,-110.362566
MONTANA,MT,VOLVO,XC90,94,2,46.879682,-110.362566
MONTANA,MT,BMW,X5,85,2,46.879682,-110.362566
MONTANA,MT,AUDI,Q5 E,85,2.5,46.879682,-110.362566
MONTANA,MT,PORSCHE,TAYCAN,79,2,46.879682,-110.362566
MONTANA,MT,GEM,E825,73,3,46.879682,-110.362566
MONTANA,MT,TOYOTA,PRIUS PLUG-IN,72,2,46.879682,-110.362566
MONTANA,MT,TOYOTA,RAV4,69,2,46.879682,-110.362566
MONTANA,MT,AUDI,E-TRON,68,2,46.879682,-110.362566
MONTANA,MT,HONDA,CLARITY,60,3.5,46.879682,-110.362566
MONTANA,MT,PORSCHE,CAYENNE,57,2,46.879682,-110.362566
MONTANA,MT,BMW,I3,56,3.5,46.879682,-110.362566
MONTANA,MT,FIAT,500,52,3.5,46.879682,-110.362566
MONTANA,MT,VOLVO,XC60,50,2,46.879682,-110.362566
MONTANA,MT,AUDI,A3,48,2.5,46.879682,-110.362566
MONTANA,MT,BMW,I8,47,2,46.879682,-110.362566
MONTANA,MT,PORSCHE,PANAMERA,42,2,46.879682,-110.362566
MONTANA,MT,KIA,NIRO,41,3.5,46.879682,-110.362566
MONTANA,MT,FERRARI,SF90 STRADALE,43,2,46.879682,-110.362566
MONTANA,MT,SUBARU,CROSSTREK,40,3,46.879682,-110.362566
MONTANA,MT,LINCOLN,AVIATOR,38,3,46.879682,-110.362566
MONTANA,MT,CHEVROLET,SPARK,36,3.5,46.879682,-110.362566
MONTANA,MT,PORSCHE,918,34,2,46.879682,-110.362566
MONTANA,MT,MITSUBISHI,OUTLANDER,32,3.5,46.879682,-110.362566
MONTANA,MT,MCLAREN,P1,30,2.5,46.879682,-110.362566
MONTANA,MT,VOLKSWAGEN,GOLF,27,3,46.879682,-110.362566
MONTANA,MT,HYUNDAI,IONIQ,27,4,46.879682,-110.362566
MONTANA,MT,KIA,SOUL EV,27,3.5,46.879682,-110.362566
MONTANA,MT,VOLKSWAGEN,ID4,26,3,46.879682,-110.362566
MONTANA,MT,KIA,SORENTO,24,3.5,46.879682,-110.362566
MONTANA,MT,BMW,530,24,2,46.879682,-110.362566
MONTANA,MT,BMW,X3,24,2,46.879682,-110.362566
MONTANA,MT,MINI,COUNTRYMAN,23,3,46.879682,-110.362566
MONTANA,MT,TH!NK,NEIGHBOR,23,2,46.879682,-110.362566
MONTANA,MT,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,20,3,46.879682,-110.362566
MONTANA,MT,SMARTCAR,FORTWO,17,2.5,46.879682,-110.362566
MONTANA,MT,VOLVO,XC40,16,2,46.879682,-110.362566
MONTANA,MT,FORD,RANGER,14,3,46.879682,-110.362566
MONTANA,MT,CADILLAC,ELR,13,3,46.879682,-110.362566
MONTANA,MT,FISKER,KARMA,13,3,46.879682,-110.362566
MONTANA,MT,KIA,OPTIMA,12,3.5,46.879682,-110.362566
MONTANA,MT,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,12,3,46.879682,-110.362566
MONTANA,MT,TOYOTA,RAV4 EV,10,2,46.879682,-110.362566
MONTANA,MT,JAGUAR,I-PACE,10,2,46.879682,-110.362566
MONTANA,MT,TESLA,ROADSTER,10,4,46.879682,-110.362566
MONTANA,MT,MERCEDES-BENZ,GLE,9,2.5,46.879682,-110.362566
MONTANA,MT,VOLVO,S60,8,2,46.879682,-110.362566
MONTANA,MT,KARMA,REVERO,8,2.5,46.879682,-110.362566
MONTANA,MT,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,8,3,46.879682,-110.362566
MONTANA,MT,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,8,3,46.879682,-110.362566
MONTANA,MT,FORD,FOCUS,7,3,46.879682,-110.362566
MONTANA,MT,PROTERRA,BUS,7,3.5,46.879682,-110.362566
MONTANA,MT,GEM,E4S 4-PASSENGER LOW SPEED VEHICLE,6,3,46.879682,-110.362566
MONTANA,MT,HYUNDAI,KONA,6,3.5,46.879682,-110.362566
MONTANA,MT,CADILLAC,CT6,6,3,46.879682,-110.362566
MONTANA,MT,MITSUBISHI,I-MIEV,5,3.5,46.879682,-110.362566
MONTANA,MT,AUDI,A7,5,2.5,46.879682,-110.362566
MONTANA,MT,AUDI,RS E-TRON GT,5,2,46.879682,-110.362566
MONTANA,MT,BMW,330,5,2,46.879682,-110.362566
MONTANA,MT,HYUNDAI,SONATA,5,3.5,46.879682,-110.362566
MONTANA,MT,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,4,3,46.879682,-110.362566
MONTANA,MT,BENTLEY,BENTAYGA,4,3,46.879682,-110.362566
MONTANA,MT,VOLVO,S90,4,2,46.879682,-110.362566
MONTANA,MT,AUDI,E-TRON GT,3,2,46.879682,-110.362566
MONTANA,MT,BMW,740,3,2,46.879682,-110.362566
MONTANA,MT,LAND ROVER,RANGE ROVER SPORT,3,2,46.879682,-110.362566
MONTANA,MT,SMITH ELECTRIC,D120,3,2,46.879682,-110.362566
MONTANA,MT,POLESTAR,1,2,2.5,46.879682,-110.362566
MONTANA,MT,FORD,ESCAPE,2,3,46.879682,-110.362566
MONTANA,MT,LAND ROVER,RANGE ROVER,2,2,46.879682,-110.362566
MONTANA,MT,MERCEDES-BENZ,GLC,2,2.5,46.879682,-110.362566
MONTANA,MT,MERCEDES-BENZ,S-CLASS,2,2.5,46.879682,-110.362566
MONTANA,MT,KARMA,GS-6,2,2.5,46.879682,-110.362566
NEBRASKA,NE,TESLA,MODEL 3,1644,4,41.492537,-99.901813
NEBRASKA,NE,CHEVROLET,VOLT,1302,3.5,41.492537,-99.901813
NEBRASKA,NE,NISSAN,LEAF,1025,3,41.492537,-99.901813
NEBRASKA,NE,TESLA,MODEL S,757,4,41.492537,-99.901813
NEBRASKA,NE,CHEVROLET,BOLT,718,3.5,41.492537,-99.901813
NEBRASKA,NE,FORD,FUSION,634,3,41.492537,-99.901813
NEBRASKA,NE,TESLA,MODEL Y,622,4,41.492537,-99.901813
NEBRASKA,NE,CHRYSLER,PACIFICA,555,3,41.492537,-99.901813
NEBRASKA,NE,JEEP,WRANGLER,459,2,41.492537,-99.901813
NEBRASKA,NE,TESLA,MODEL X,425,4,41.492537,-99.901813
NEBRASKA,NE,FORD,C-MAX,343,3,41.492537,-99.901813
NEBRASKA,NE,TOYOTA,PRIUS PRIME,314,2,41.492537,-99.901813
NEBRASKA,NE,FORD,MUSTANG MACH-E,190,3,41.492537,-99.901813
NEBRASKA,NE,BMW,X5,164,2,41.492537,-99.901813
NEBRASKA,NE,AUDI,E-TRON,162,2,41.492537,-99.901813
NEBRASKA,NE,BMW,I3,161,3.5,41.492537,-99.901813
NEBRASKA,NE,KIA,NIRO,143,3.5,41.492537,-99.901813
NEBRASKA,NE,HONDA,CLARITY,142,3.5,41.492537,-99.901813
NEBRASKA,NE,FIAT,500,141,3.5,41.492537,-99.901813
NEBRASKA,NE,VOLVO,XC90,111,2,41.492537,-99.901813
NEBRASKA,NE,TOYOTA,RAV4,95,2,41.492537,-99.901813
NEBRASKA,NE,MITSUBISHI,OUTLANDER,90,3.5,41.492537,-99.901813
NEBRASKA,NE,VOLKSWAGEN,ID4,84,3,41.492537,-99.901813
NEBRASKA,NE,LINCOLN,AVIATOR,78,3,41.492537,-99.901813
NEBRASKA,NE,VOLVO,XC60,71,2,41.492537,-99.901813
NEBRASKA,NE,BMW,X3,66,2,41.492537,-99.901813
NEBRASKA,NE,PORSCHE,CAYENNE,59,2,41.492537,-99.901813
NEBRASKA,NE,CHEVROLET,SPARK,59,3.5,41.492537,-99.901813
NEBRASKA,NE,TOYOTA,PRIUS PLUG-IN,59,2,41.492537,-99.901813
NEBRASKA,NE,AUDI,Q5 E,56,2.5,41.492537,-99.901813
NEBRASKA,NE,BMW,530,42,2,41.492537,-99.901813
NEBRASKA,NE,PORSCHE,TAYCAN,39,2,41.492537,-99.901813
NEBRASKA,NE,JAGUAR,I-PACE,36,2,41.492537,-99.901813
NEBRASKA,NE,MINI,COUNTRYMAN,35,3,41.492537,-99.901813
NEBRASKA,NE,VOLKSWAGEN,GOLF,34,3,41.492537,-99.901813
NEBRASKA,NE,GEM,E825,32,3,41.492537,-99.901813
NEBRASKA,NE,SMARTCAR,FORTWO,32,2.5,41.492537,-99.901813
NEBRASKA,NE,CADILLAC,ELR,32,3,41.492537,-99.901813
NEBRASKA,NE,BMW,I8,31,2,41.492537,-99.901813
NEBRASKA,NE,VOLVO,XC40,29,2,41.492537,-99.901813
NEBRASKA,NE,AUDI,A3,26,2.5,41.492537,-99.901813
NEBRASKA,NE,VOLVO,S60,26,2,41.492537,-99.901813
NEBRASKA,NE,MINI,MINI COOPER,26,3,41.492537,-99.901813
NEBRASKA,NE,MERCEDES-BENZ,GLC,25,2.5,41.492537,-99.901813
NEBRASKA,NE,BMW,330,25,2,41.492537,-99.901813
NEBRASKA,NE,KIA,SORENTO,24,3.5,41.492537,-99.901813
NEBRASKA,NE,HYUNDAI,SONATA,22,3.5,41.492537,-99.901813
NEBRASKA,NE,MITSUBISHI,I-MIEV,21,3.5,41.492537,-99.901813
NEBRASKA,NE,SUBARU,CROSSTREK,20,3,41.492537,-99.901813
NEBRASKA,NE,VOLVO,S90,17,2,41.492537,-99.901813
NEBRASKA,NE,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,17,3,41.492537,-99.901813
NEBRASKA,NE,KIA,SOUL EV,15,3.5,41.492537,-99.901813
NEBRASKA,NE,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,14,3,41.492537,-99.901813
NEBRASKA,NE,LAND ROVER,RANGE ROVER SPORT,14,2,41.492537,-99.901813
NEBRASKA,NE,FORD,ESCAPE,13,3,41.492537,-99.901813
NEBRASKA,NE,FORD,FOCUS,13,3,41.492537,-99.901813
NEBRASKA,NE,TESLA,ROADSTER,12,4,41.492537,-99.901813
NEBRASKA,NE,PORSCHE,PANAMERA,12,2,41.492537,-99.901813
NEBRASKA,NE,KIA,OPTIMA,9,3.5,41.492537,-99.901813
NEBRASKA,NE,FISKER,KARMA,9,3,41.492537,-99.901813
NEBRASKA,NE,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,8,3,41.492537,-99.901813
NEBRASKA,NE,MERCEDES-BENZ,B-CLASS,8,2.5,41.492537,-99.901813
NEBRASKA,NE,GEM,E4S 4-PASSENGER LOW SPEED VEHICLE,8,3,41.492537,-99.901813
NEBRASKA,NE,TH!NK,NEIGHBOR,6,2,41.492537,-99.901813
NEBRASKA,NE,POLESTAR,2,5,2.5,41.492537,-99.901813
NEBRASKA,NE,HYUNDAI,IONIQ,5,4,41.492537,-99.901813
NEBRASKA,NE,LINCOLN,CORSAIR,4,3,41.492537,-99.901813
NEBRASKA,NE,LAND ROVER,RANGE ROVER,4,2,41.492537,-99.901813
NEBRASKA,NE,MERCEDES-BENZ,GLE,4,2.5,41.492537,-99.901813
NEBRASKA,NE,HYUNDAI,KONA,4,3.5,41.492537,-99.901813
NEBRASKA,NE,MERCEDES-BENZ,C-CLASS,3,2.5,41.492537,-99.901813
NEBRASKA,NE,FORD,Th!nk,3,2,41.492537,-99.901813
NEBRASKA,NE,AUDI,E-TRON GT,3,2,41.492537,-99.901813
NEBRASKA,NE,BMW,745,2,2,41.492537,-99.901813
NEBRASKA,NE,NEW FLYER,BUS,2,3.5,41.492537,-99.901813
NEBRASKA,NE,FERRARI,SF90 STRADALE,2,2,41.492537,-99.901813
NEBRASKA,NE,GEM,EL 2-PASSENGER LOW SPEED VEHICLE,2,3,41.492537,-99.901813
NEVADA,NV,TESLA,MODEL 3,6416,4,38.80261,-116.419389
NEVADA,NV,TESLA,MODEL S,3911,4,38.80261,-116.419389
NEVADA,NV,CHEVROLET,VOLT,2522,3.5,38.80261,-116.419389
NEVADA,NV,NISSAN,LEAF,2468,3,38.80261,-116.419389
NEVADA,NV,TESLA,MODEL Y,2157,4,38.80261,-116.419389
NEVADA,NV,TESLA,MODEL X,1703,4,38.80261,-116.419389
NEVADA,NV,FORD,FUSION,1332,3,38.80261,-116.419389
NEVADA,NV,BMW,I3,1307,3.5,38.80261,-116.419389
NEVADA,NV,CHEVROLET,BOLT,1157,3.5,38.80261,-116.419389
NEVADA,NV,TOYOTA,PRIUS PRIME,1130,2,38.80261,-116.419389
NEVADA,NV,CHRYSLER,PACIFICA,647,3,38.80261,-116.419389
NEVADA,NV,FORD,C-MAX,615,3,38.80261,-116.419389
NEVADA,NV,JEEP,WRANGLER,552,2,38.80261,-116.419389
NEVADA,NV,AUDI,E-TRON,539,2,38.80261,-116.419389
NEVADA,NV,FORD,MUSTANG MACH-E,494,3,38.80261,-116.419389
NEVADA,NV,TOYOTA,PRIUS PLUG-IN,492,2,38.80261,-116.419389
NEVADA,NV,BMW,X5,475,2,38.80261,-116.419389
NEVADA,NV,KIA,NIRO,443,3.5,38.80261,-116.419389
NEVADA,NV,BMW,530,426,2,38.80261,-116.419389
NEVADA,NV,AUDI,Q5 E,424,2.5,38.80261,-116.419389
NEVADA,NV,FIAT,500,395,3.5,38.80261,-116.419389
NEVADA,NV,BMW,330,392,2,38.80261,-116.419389
NEVADA,NV,HONDA,CLARITY,388,3.5,38.80261,-116.419389
NEVADA,NV,VOLVO,XC90,347,2,38.80261,-116.419389
NEVADA,NV,PORSCHE,TAYCAN,329,2,38.80261,-116.419389
NEVADA,NV,VOLKSWAGEN,ID4,319,3,38.80261,-116.419389
NEVADA,NV,BMW,I8,271,2,38.80261,-116.419389
NEVADA,NV,SMARTCAR,FORTWO,267,2.5,38.80261,-116.419389
NEVADA,NV,TOYOTA,RAV4,251,2,38.80261,-116.419389
NEVADA,NV,PORSCHE,CAYENNE,232,2,38.80261,-116.419389
NEVADA,NV,CHEVROLET,SPARK,230,3.5,38.80261,-116.419389
NEVADA,NV,VOLVO,XC60,219,2,38.80261,-116.419389
NEVADA,NV,FORD,FOCUS,169,3,38.80261,-116.419389
NEVADA,NV,VOLKSWAGEN,GOLF,163,3,38.80261,-116.419389
NEVADA,NV,HYUNDAI,IONIQ,140,4,38.80261,-116.419389
NEVADA,NV,LINCOLN,AVIATOR,135,3,38.80261,-116.419389
NEVADA,NV,AUDI,A3,134,2.5,38.80261,-116.419389
NEVADA,NV,MITSUBISHI,OUTLANDER,131,3.5,38.80261,-116.419389
NEVADA,NV,BMW,X3,127,2,38.80261,-116.419389
NEVADA,NV,PORSCHE,PANAMERA,125,2,38.80261,-116.419389
NEVADA,NV,MERCEDES-BENZ,B-CLASS,119,2.5,38.80261,-116.419389
NEVADA,NV,KIA,OPTIMA,117,3.5,38.80261,-116.419389
NEVADA,NV,MERCEDES-BENZ,GLC,115,2.5,38.80261,-116.419389
NEVADA,NV,GEM,E825,115,3,38.80261,-116.419389
NEVADA,NV,HYUNDAI,KONA,109,3.5,38.80261,-116.419389
NEVADA,NV,VOLVO,XC40,108,2,38.80261,-116.419389
NEVADA,NV,JAGUAR,I-PACE,101,2,38.80261,-116.419389
NEVADA,NV,CADILLAC,ELR,96,3,38.80261,-116.419389
NEVADA,NV,KIA,SOUL EV,88,3.5,38.80261,-116.419389
NEVADA,NV,MINI,MINI COOPER,83,3,38.80261,-116.419389
NEVADA,NV,HYUNDAI,SONATA,83,3.5,38.80261,-116.419389
NEVADA,NV,SUBARU,CROSSTREK,78,3,38.80261,-116.419389
NEVADA,NV,MINI,COUNTRYMAN,59,3,38.80261,-116.419389
NEVADA,NV,VOLVO,S60,59,2,38.80261,-116.419389
NEVADA,NV,MITSUBISHI,I-MIEV,55,3.5,38.80261,-116.419389
NEVADA,NV,MERCEDES-BENZ,C-CLASS,54,2.5,38.80261,-116.419389
NEVADA,NV,BMW,740,52,2,38.80261,-116.419389
NEVADA,NV,TESLA,ROADSTER,44,4,38.80261,-116.419389
NEVADA,NV,CADILLAC,CT6,41,3,38.80261,-116.419389
NEVADA,NV,MERCEDES-BENZ,GLE,41,2.5,38.80261,-116.419389
NEVADA,NV,FISKER,KARMA,38,3,38.80261,-116.419389
NEVADA,NV,MERCEDES-BENZ,S-CLASS,36,2.5,38.80261,-116.419389
NEVADA,NV,KARMA,REVERO,35,2.5,38.80261,-116.419389
NEVADA,NV,FORD,ESCAPE,34,3,38.80261,-116.419389
NEVADA,NV,TOYOTA,RAV4 EV,33,2,38.80261,-116.419389
NEVADA,NV,VOLVO,S90,32,2,38.80261,-116.419389
NEVADA,NV,KIA,SORENTO,29,3.5,38.80261,-116.419389
NEVADA,NV,TH!NK,NEIGHBOR,27,2,38.80261,-116.419389
NEVADA,NV,HONDA,ACCORD,26,3.5,38.80261,-116.419389
NEVADA,NV,AUDI,A7,26,2.5,38.80261,-116.419389
NEVADA,NV,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,26,3,38.80261,-116.419389
NEVADA,NV,POLESTAR,2,24,2.5,38.80261,-116.419389
NEVADA,NV,LAND ROVER,RANGE ROVER,22,2,38.80261,-116.419389
NEVADA,NV,LAND ROVER,RANGE ROVER SPORT,20,2,38.80261,-116.419389
NEVADA,NV,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,16,3,38.80261,-116.419389
NEVADA,NV,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,16,3,38.80261,-116.419389
NEVADA,NV,HYUNDAI,TUCSON,16,3.5,38.80261,-116.419389
NEVADA,NV,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,13,3,38.80261,-116.419389
NEVADA,NV,HYUNDAI,SANTA FE,12,3.5,38.80261,-116.419389
NEVADA,NV,LINCOLN,CORSAIR,10,3,38.80261,-116.419389
NEVADA,NV,BENTLEY,BENTAYGA,10,3,38.80261,-116.419389
NEVADA,NV,BMW,745,10,2,38.80261,-116.419389
NEVADA,NV,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,8,3,38.80261,-116.419389
NEVADA,NV,AUDI,E-TRON GT,8,2,38.80261,-116.419389
NEVADA,NV,AZURE,TRANSIT CONNECT,8,2,38.80261,-116.419389
NEVADA,NV,VOLVO,V60,8,2,38.80261,-116.419389
NEVADA,NV,KARMA,GS-6,7,2.5,38.80261,-116.419389
NEVADA,NV,MCLAREN,P1,5,2.5,38.80261,-116.419389
NEVADA,NV,FERRARI,SF90 STRADALE,8,2,38.80261,-116.419389
NEVADA,NV,GEM,E6S 6-PASSENGER LOW SPEED VEHICLE,4,3,38.80261,-116.419389
NEVADA,NV,PORSCHE,918,4,2,38.80261,-116.419389
NEVADA,NV,AUDI,A8,4,2.5,38.80261,-116.419389
NEVADA,NV,PROTERRA,BUS,3,3.5,38.80261,-116.419389
NEVADA,NV,INTERNATIONAL,ESTAR,3,3,38.80261,-116.419389
NEVADA,NV,AUDI,RS E-TRON GT,2,2,38.80261,-116.419389
NEW HAMPSHIRE,NH,TESLA,MODEL 3,2237,4,43.193852,-71.572395
NEW HAMPSHIRE,NH,TOYOTA,PRIUS PRIME,1431,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,TESLA,MODEL S,1210,4,43.193852,-71.572395
NEW HAMPSHIRE,NH,CHEVROLET,VOLT,1051,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,CHEVROLET,BOLT,943,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,TESLA,MODEL Y,896,4,43.193852,-71.572395
NEW HAMPSHIRE,NH,NISSAN,LEAF,877,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,FORD,FUSION,634,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,TOYOTA,RAV4,570,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,TOYOTA,PRIUS PLUG-IN,542,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,TESLA,MODEL X,519,4,43.193852,-71.572395
